gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	TPM_coefficient_of_quartile_variation	FPKM_ci_lower_bound	FPKM_ci_upper_bound	FPKM_coefficient_of_quartile_variation
ENSG00000278637.1	ENST00000617569.1	312.00	136.11	64.00	7.54	6.99	64.00	0.00	7.56	7.08	5.71985	9.37041	0.0833586	5.36148	8.78049	0.0833942
ENSG00000278638.1	ENST00000619606.1	718.00	541.93	2.00	0.06	0.05	2.00	0.00	0.09	0.08	0.00992261	0.187458	0.390016	0.00927909	0.175594	0.389982
ENSG00000278640.1	ENST00000612667.1	287.00	111.14	1.00	0.14	0.13	1.00	0.00	0.28	0.27	0.00684409	0.673182	0.471487	0.00656273	0.630767	0.471462
ENSG00000278641.1	ENST00000611059.1	1267.00	1090.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.12927e-07	0.0436505	0.657172	1.05859e-07	0.0409067	0.657096
ENSG00000278642.1	ENST00000610469.1	179.00	9.21	0.00	0.00	0.00	0.00	0.00	1.72	1.61	7.78605e-06	5.1488	0.657569	7.29224e-06	4.82367	0.657574
ENSG00000278643.1	ENST00000620113.1	186.00	13.70	0.00	0.00	0.00	0.00	0.00	1.15	1.08	5.54327e-05	3.46715	0.656102	5.194e-05	3.24878	0.656282
ENSG00000278646.1	ENST00000613352.1	291.00	115.14	0.87	0.12	0.11	0.74	0.44	0.24	0.22	6.68248e-07	0.60769	0.549645	6.26296e-07	0.569312	0.549658
ENSG00000278647.1	ENST00000617479.1	328.00	152.09	0.00	0.00	0.00	0.00	0.00	0.10	0.10	8.11164e-06	0.310344	0.655343	7.60873e-06	0.290744	0.655248
ENSG00000278650.1	ENST00000619266.1	216.00	40.35	0.00	0.00	0.00	0.00	0.00	0.39	0.37	6.22972e-06	1.18002	0.654541	5.83383e-06	1.10557	0.654483
ENSG00000278654.1	ENST00000614709.1	524.00	347.97	0.00	0.00	0.00	0.00	0.00	0.05	0.04	2.31639e-06	0.135817	0.655136	3.51788e-06	0.127252	0.655203
ENSG00000278655.1	ENST00000614827.1	381.00	205.04	0.00	0.00	0.00	0.00	0.00	0.08	0.07	3.44157e-06	0.232145	0.653705	3.22329e-06	0.217499	0.653676
ENSG00000278657.1	ENST00000620649.1	780.00	603.92	1.00	0.03	0.02	1.00	0.00	0.05	0.05	0.00125767	0.124428	0.474066	0.00122599	0.116639	0.474126
ENSG00000278658.1	ENST00000617808.1	98.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278661.1	ENST00000612375.1	65.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278662.4	ENST00000558035.1,ENST00000610657.1,ENST00000619556.4,ENST00000621197.4	3056.78	2880.70	181.07	1.01	0.93	180.58	11.87	1.06	0.99	0.805958	1.33148	0.0866936	0.755235	1.24739	0.086624
ENSG00000278664.1	ENST00000622460.1	1267.00	1090.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	5.31837e-08	0.0432387	0.652091	4.98546e-08	0.0405098	0.652106
ENSG00000278665.1	ENST00000613051.1	740.00	563.92	0.00	0.00	0.00	0.00	0.00	0.03	0.03	2.68737e-06	0.0829924	0.658455	2.5179e-06	0.0777506	0.658372
ENSG00000278667.1	ENST00000620749.1	366.00	190.06	0.00	0.00	0.00	0.00	0.00	0.08	0.08	1.68282e-06	0.248249	0.657401	1.57725e-06	0.232613	0.657297
ENSG00000278668.1	ENST00000618199.1	588.00	411.95	0.00	0.00	0.00	0.00	0.00	0.04	0.04	7.38552e-07	0.115358	0.653656	6.92071e-07	0.108107	0.653718
ENSG00000278672.1	ENST00000620427.1	81.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278673.1	ENST00000615005.1	1651.00	1474.91	9.88	0.11	0.10	9.97	3.18	0.12	0.11	0.029715	0.213468	0.292703	0.0278578	0.200042	0.292728
ENSG00000278674.1	ENST00000611323.1	1641.00	1464.91	0.00	0.00	0.00	0.36	0.48	0.01	0.01	9.12248e-08	0.0415676	0.633854	8.54625e-08	0.0389547	0.633792
ENSG00000278677.1	ENST00000359611.3	393.00	217.04	277.00	20.47	18.97	276.29	1.10	20.22	18.93	17.836	22.6185	0.0404537	16.7453	21.2233	0.0404454
ENSG00000278678.1	ENST00000616920.1	296.00	120.13	0.00	0.00	0.00	0.00	0.00	0.13	0.12	2.16765e-06	0.396872	0.657791	2.02964e-06	0.371941	0.657821
ENSG00000278681.2	ENST00000622153.2	281.00	105.15	0.00	0.00	0.00	0.00	0.00	0.15	0.14	1.34135e-06	0.447154	0.656797	1.25704e-06	0.41885	0.656819
ENSG00000278683.1	ENST00000611491.1	394.00	218.04	0.00	0.00	0.00	0.00	0.00	0.07	0.07	5.16091e-07	0.218867	0.654954	4.836e-07	0.205102	0.65497
ENSG00000278684.1	ENST00000611365.1	139.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278685.4	ENST00000611102.1,ENST00000613681.1,ENST00000615129.4	1325.67	1149.59	0.00	0.00	0.00	0.00	0.00	0.07	0.06	0.00471829	0.158685	0.42951	0.0041964	0.148431	0.429534
ENSG00000278687.1	ENST00000614376.1	102.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278690.1	ENST00000617747.1	388.00	212.04	0.00	0.00	0.00	0.00	0.00	0.07	0.07	7.65274e-07	0.225106	0.6566	7.16968e-07	0.210905	0.656669
ENSG00000278694.1	ENST00000612670.1	234.00	58.24	0.00	0.00	0.00	0.13	0.37	0.31	0.29	1.57512e-05	0.929708	0.655604	1.47635e-05	0.870702	0.655529
ENSG00000278696.1	ENST00000611435.1	237.00	61.23	0.00	0.00	0.00	0.00	0.00	0.26	0.24	1.92258e-05	0.768982	0.658691	1.80078e-05	0.720331	0.65879
ENSG00000278698.1	ENST00000614618.1	657.00	480.94	1.00	0.03	0.03	1.00	0.00	0.07	0.06	0.00225465	0.15699	0.477606	0.0020767	0.147057	0.477705
ENSG00000278700.1	ENST00000613380.1	301.00	125.12	7.00	0.90	0.83	7.00	0.00	1.01	0.95	0.356044	1.70791	0.237704	0.333553	1.60068	0.23772
ENSG00000278701.1	ENST00000618956.1	303.00	127.12	0.00	0.00	0.00	0.00	0.00	0.12	0.12	1.18897e-06	0.379636	0.653131	1.11417e-06	0.355783	0.653231
ENSG00000278702.1	ENST00000610617.1	323.00	147.10	0.00	0.00	0.00	0.00	0.00	0.11	0.10	2.11856e-07	0.324127	0.65734	2.96323e-06	0.303679	0.657442
ENSG00000278703.1	ENST00000611316.1	481.00	304.99	0.00	0.00	0.00	0.00	0.00	0.05	0.05	4.18638e-06	0.156848	0.656341	2.49544e-06	0.146928	0.656357
ENSG00000278704.1	ENST00000618686.1	2237.00	2060.91	685.91	5.34	4.95	685.93	1.74	5.27	4.94	4.87805	5.66538	0.0256717	4.57369	5.31148	0.0257
ENSG00000278705.1	ENST00000377745.3	438.00	262.01	593.00	36.29	33.64	593.00	0.00	35.87	33.59	33.0672	38.7801	0.0274902	30.9459	36.3003	0.0274688
ENSG00000278708.1	ENST00000616633.1	376.00	200.05	0.00	0.00	0.00	0.00	0.00	0.08	0.07	2.22194e-06	0.237801	0.657471	2.08261e-06	0.222805	0.657426
ENSG00000278709.1	ENST00000613231.1,ENST00000614771.1	2598.00	2421.91	5.00	0.03	0.03	5.00	0.00	0.08	0.08	0.0172683	0.17796	0.341136	0.0161853	0.166749	0.341156
ENSG00000278713.1	ENST00000611923.1	658.00	481.94	0.00	0.00	0.00	4.16	4.03	0.17	0.16	1.78916e-05	0.475489	0.617199	4.09912e-06	0.445368	0.617255
ENSG00000278715.1	ENST00000384529.1	92.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278716.1	ENST00000620845.1	1019.00	842.91	4.00	0.08	0.07	4.00	0.00	0.09	0.09	0.0240412	0.178489	0.301299	0.0225148	0.16725	0.30138
ENSG00000278719.1	ENST00000613522.1	983.00	806.91	1.00	0.02	0.02	1.00	0.00	0.04	0.04	0.00109468	0.0932039	0.476229	0.00105379	0.0873726	0.476304
ENSG00000278720.1	ENST00000620352.1	697.00	520.93	1.00	0.03	0.03	1.00	0.00	0.06	0.06	0.00120498	0.144581	0.47623	0.00118845	0.13555	0.476235
ENSG00000278722.1	ENST00000610846.1	654.00	477.94	0.00	0.00	0.00	0.00	0.00	0.03	0.03	2.68694e-07	0.0992245	0.656248	2.51901e-07	0.0929523	0.656325
ENSG00000278724.1	ENST00000615501.1	281.00	105.15	0.00	0.00	0.00	0.00	0.00	0.15	0.14	3.19847e-06	0.446442	0.656642	2.99634e-06	0.418304	0.656567
ENSG00000278725.1	ENST00000621738.1	400.00	224.03	0.00	0.00	0.00	0.00	0.00	0.07	0.07	1.57492e-06	0.212787	0.657229	1.47527e-06	0.199386	0.657276
ENSG00000278727.1	ENST00000613696.1	3585.00	3408.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.43517e-07	0.0139797	0.654928	1.34529e-07	0.0130989	0.655026
ENSG00000278730.1	ENST00000620266.1	2921.00	2744.91	333.34	1.95	1.80	332.93	2.53	1.92	1.80	1.71553	2.13183	0.0372855	1.61423	2.00438	0.0372819
ENSG00000278732.1	ENST00000622073.1	282.00	106.15	0.00	0.00	0.00	0.00	0.00	0.15	0.14	2.52302e-06	0.449323	0.65651	2.36385e-06	0.421008	0.6565
ENSG00000278733.1	ENST00000619739.1	566.00	389.96	7.00	0.29	0.27	7.00	0.00	0.32	0.30	0.122308	0.554156	0.237686	0.113921	0.518618	0.23761
ENSG00000278734.1	ENST00000614543.1	472.00	295.99	0.00	0.00	0.00	0.00	0.00	0.05	0.05	9.17099e-07	0.157705	0.65614	8.59156e-07	0.1478	0.656112
ENSG00000278735.1	ENST00000613335.1	202.00	26.90	0.00	0.00	0.00	0.00	0.00	0.59	0.55	1.64568e-06	1.76348	0.651747	1.54216e-06	1.65222	0.651829
ENSG00000278736.1	ENST00000619841.1	382.00	206.04	0.00	0.00	0.00	0.00	0.00	0.08	0.07	1.83648e-06	0.229415	0.654529	4.01408e-07	0.214975	0.654614
ENSG00000278737.1	ENST00000619781.1	622.00	445.94	1.00	0.04	0.03	1.00	0.00	0.07	0.07	0.00125101	0.169923	0.469324	0.00135286	0.159395	0.469365
ENSG00000278739.1	ENST00000615957.1	68.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278740.1	ENST00000612725.1	619.00	442.94	0.00	0.00	0.00	0.00	0.00	0.04	0.03	1.83589e-06	0.106062	0.654585	1.71874e-06	0.0993662	0.654693
ENSG00000278743.1	ENST00000622671.1	572.00	395.96	0.00	0.00	0.00	0.00	0.00	0.04	0.04	1.83743e-06	0.118522	0.655791	1.71982e-06	0.111016	0.655752
ENSG00000278744.1	ENST00000617815.1	186.00	13.70	0.00	0.00	0.00	0.00	0.00	1.15	1.08	6.2528e-07	3.4513	0.655384	5.85486e-07	3.23432	0.655396
ENSG00000278745.1	ENST00000612158.1	163.00	2.64	0.00	0.00	0.00	0.00	0.00	6.00	5.62	0.000280001	17.9849	0.656032	0.000262409	16.8455	0.656011
ENSG00000278746.1	ENST00000614852.1	299.00	123.13	1.00	0.13	0.12	1.00	0.00	0.26	0.24	0.00607033	0.613336	0.470312	0.00535782	0.57442	0.47035
ENSG00000278752.1	ENST00000619185.1	61.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278754.1	ENST00000621695.1	132.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278756.1	ENST00000617286.1	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278757.1	ENST00000614007.1	104.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278761.1	ENST00000611504.1	1267.00	1090.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.12701e-08	0.0437502	0.655875	1.05623e-08	0.0409908	0.655836
ENSG00000278763.1	ENST00000610601.1	213.00	37.40	17.43	7.47	6.93	18.21	5.51	8.13	7.61	2.54918	13.9202	0.252459	2.38824	13.0424	0.252475
ENSG00000278764.1	ENST00000622034.1	282.00	106.15	0.00	0.00	0.00	0.00	0.00	0.15	0.14	4.25322e-06	0.444604	0.654473	3.98524e-06	0.416551	0.654558
ENSG00000278765.1	ENST00000614061.1	590.00	413.95	12.00	0.46	0.43	12.00	0.00	0.50	0.47	0.240413	0.768365	0.187762	0.225081	0.719788	0.187785
ENSG00000278766.2	ENST00000618807.1,ENST00000619740.1,ENST00000628348.1	688.33	512.27	0.00	0.00	0.00	0.53	0.50	0.11	0.10	0.0137723	0.23168	0.375099	0.0128359	0.217003	0.375169
ENSG00000278768.2	ENST00000614401.1,ENST00000618857.1,ENST00000649580.1	2695.34	2519.26	238.49	1.52	1.41	238.04	5.29	1.57	1.47	1.24101	1.92396	0.0756629	1.16315	1.8032	0.0756178
ENSG00000278769.1	ENST00000615831.1	821.00	644.91	0.00	0.00	0.00	3.04	3.18	0.10	0.09	6.52799e-06	0.284488	0.639602	1.51473e-06	0.26654	0.639579
ENSG00000278770.1	ENST00000585071.2	281.00	105.15	0.00	0.00	0.00	1.04	1.08	0.31	0.29	1.35334e-06	0.846746	0.619107	1.26824e-06	0.793258	0.619261
ENSG00000278771.1	ENST00000610674.1	299.00	123.13	59.04	7.69	7.13	59.04	0.19	7.72	7.22	5.74796	9.63147	0.0876761	5.38376	9.02346	0.0876064
ENSG00000278773.1	ENST00000611686.1	104.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278774.1	ENST00000613956.1	192.00	18.23	0.00	0.00	0.00	0.00	0.00	0.87	0.81	3.38369e-07	2.58107	0.656934	3.2254e-05	2.41815	0.656905
ENSG00000278775.1	ENST00000619112.1	90.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278778.1	ENST00000612914.1	230.00	54.25	0.00	0.00	0.00	0.00	0.00	0.29	0.27	6.6561e-08	0.866858	0.657209	6.23459e-08	0.812068	0.657199
ENSG00000278782.1	ENST00000619130.1	285.00	109.14	0.00	0.00	0.00	0.00	0.00	0.14	0.14	5.07177e-07	0.434514	0.656447	4.75344e-07	0.407002	0.656501
ENSG00000278783.1	ENST00000616741.1	78.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278784.1	ENST00000619226.1	1200.00	1023.91	137.00	2.15	1.99	137.00	0.00	2.13	2.00	1.77964	2.49201	0.0575942	1.65497	2.32238	0.0576209
ENSG00000278785.1	ENST00000611908.1	247.00	71.21	0.00	0.00	0.00	0.11	0.32	0.25	0.23	1.01958e-05	0.742663	0.653524	9.55497e-06	0.695967	0.653577
ENSG00000278790.1	ENST00000614593.1	1267.00	1090.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.10403e-07	0.0433195	0.658152	1.97189e-07	0.0405877	0.658088
ENSG00000278791.1	ENST00000621981.1	89.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278793.1	ENST00000616468.1	107.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278794.1	ENST00000620071.1	267.00	91.17	0.00	0.00	0.00	0.00	0.00	0.17	0.16	6.22227e-06	0.516221	0.655444	5.82827e-06	0.483636	0.655408
ENSG00000278797.1	ENST00000614101.1	683.00	506.93	0.00	0.00	0.00	0.00	0.00	0.03	0.03	1.05963e-07	0.0946431	0.652029	9.92548e-08	0.0886962	0.652054
ENSG00000278799.1	ENST00000622118.1	61.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278802.1	ENST00000610287.1	165.00	3.18	0.00	0.00	0.00	0.00	0.00	4.98	4.67	7.12437e-05	14.7008	0.655241	9.73809e-05	13.7752	0.655348
ENSG00000278803.1	ENST00000458091.3	963.00	786.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	6.00186e-08	0.0603906	0.657361	5.62683e-08	0.0565931	0.657415
ENSG00000278807.1	ENST00000442619.3	822.00	645.91	0.00	0.00	0.00	0.03	0.16	0.03	0.02	2.40852e-06	0.0753128	0.65865	6.07964e-07	0.0705864	0.658588
ENSG00000278811.4	ENST00000619867.4,ENST00000621316.1	3238.69	3062.60	156.00	0.82	0.76	156.00	0.00	0.82	0.76	0.688773	0.943142	0.0535	0.644912	0.883301	0.0535252
ENSG00000278813.1	ENST00000617106.1	264.00	88.18	0.00	0.00	0.00	0.00	0.00	0.18	0.17	5.88406e-06	0.535146	0.656238	2.23691e-07	0.501325	0.65627
ENSG00000278815.1	ENST00000365160.1	101.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278816.1	ENST00000620848.1	304.00	128.12	2.00	0.25	0.23	2.00	0.00	0.37	0.35	0.0354108	0.792557	0.388907	0.0331634	0.74252	0.38905
ENSG00000278817.1	ENST00000613204.1	1213.00	1036.91	184.21	2.85	2.64	174.59	11.46	2.68	2.51	2.16666	3.21567	0.0673554	2.03094	3.01474	0.0673857
ENSG00000278818.1	ENST00000612004.1	332.00	156.09	0.00	0.00	0.00	0.00	0.00	0.10	0.09	7.77563e-07	0.303978	0.655833	7.2827e-07	0.28473	0.655872
ENSG00000278819.1	ENST00000613371.1	573.00	396.96	0.00	0.00	0.00	0.00	0.00	0.04	0.04	7.89155e-07	0.11894	0.656832	7.39155e-07	0.111448	0.656875
ENSG00000278822.1	ENST00000619639.1	109.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278824.1	ENST00000614164.1	836.00	659.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	8.90264e-08	0.0714548	0.65752	8.33229e-08	0.0669573	0.657559
ENSG00000278825.1	ENST00000622591.1	261.00	85.18	0.00	0.00	0.00	0.00	0.00	0.19	0.17	3.74809e-06	0.557616	0.655185	3.511e-06	0.522608	0.65525
ENSG00000278828.1	ENST00000369163.3	1237.00	1060.91	2834.00	42.84	39.70	2834.00	0.00	42.28	39.60	40.7457	43.8602	0.0125825	38.1074	41.0245	0.0125723
ENSG00000278829.1	ENST00000617211.1	819.00	642.91	441.00	11.00	10.19	441.00	0.00	10.88	10.19	9.88529	11.9079	0.0322788	9.25722	11.1517	0.0322728
ENSG00000278830.1	ENST00000618530.1	292.00	116.13	0.00	0.00	0.00	0.00	0.00	0.14	0.13	8.51837e-07	0.406547	0.656306	7.9805e-07	0.380931	0.656365
ENSG00000278831.1	ENST00000621254.1	727.00	550.92	5.31	0.15	0.14	5.34	0.63	0.18	0.17	0.0554226	0.331573	0.275619	0.0519275	0.310676	0.275441
ENSG00000278834.1	ENST00000619697.1	1419.00	1242.91	302.03	3.90	3.61	303.91	8.66	3.88	3.63	3.39918	4.36443	0.0431872	3.18607	4.0902	0.0432218
ENSG00000278837.1	ENST00000618202.1	316.00	140.11	0.00	0.00	0.00	0.00	0.00	0.11	0.11	7.39127e-06	0.3382	0.661425	6.92519e-06	0.31683	0.661402
ENSG00000278838.1	ENST00000612254.1	285.00	109.14	0.00	0.00	0.00	0.00	0.00	0.14	0.14	1.32619e-05	0.435525	0.657813	1.24236e-05	0.408181	0.657757
ENSG00000278840.1	ENST00000621819.1	340.00	164.08	1.00	0.10	0.09	1.00	0.00	0.19	0.18	0.00479743	0.45792	0.472614	0.00449523	0.428962	0.472686
ENSG00000278842.1	ENST00000617570.1	1204.00	1027.91	1.00	0.02	0.01	1.00	0.00	0.03	0.03	0.000529463	0.0735955	0.474546	0.000495979	0.0689422	0.474544
ENSG00000278845.4	ENST00000613675.4,ENST00000619548.1	1704.36	1528.27	3973.35	41.69	38.64	3973.09	2.97	41.17	38.55	39.8711	42.4397	0.0106876	37.3636	39.7696	0.0106595
ENSG00000278847.1	ENST00000611750.1	366.00	190.06	0.00	0.00	0.00	0.00	0.00	0.08	0.08	1.13513e-06	0.251427	0.660201	1.0642e-06	0.235589	0.660105
ENSG00000278848.2	ENST00000617705.1,ENST00000623042.1	1806.00	1629.91	21.81	0.21	0.20	57.87	30.00	0.53	0.49	0.0476091	1.0235	0.364762	0.0446613	0.959065	0.364703
ENSG00000278849.1	ENST00000610400.1,ENST00000621949.1	935.65	759.56	46.55	0.98	0.91	46.36	3.57	1.01	0.95	0.705095	1.34449	0.110152	0.660089	1.25918	0.110212
ENSG00000278851.1	ENST00000610949.1	66.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278852.1	ENST00000618496.1	149.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000278854.1	ENST00000621243.1	671.00	494.93	0.00	0.00	0.00	0.00	0.00	0.03	0.03	2.43775e-07	0.0957816	0.659762	2.2827e-07	0.0897615	0.659898
ENSG00000278857.1	ENST00000377032.5	371.00	195.05	0.00	0.00	0.00	0.00	0.00	0.08	0.08	8.03738e-06	0.242498	0.656629	5.42938e-06	0.227221	0.656628
ENSG00000278859.1	ENST00000623552.1	423.00	247.02	0.00	0.00	0.00	0.00	0.00	0.06	0.06	1.92923e-07	0.192367	0.653421	1.80792e-07	0.180233	0.653412
ENSG00000278860.1	ENST00000624723.1	401.00	225.03	0.00	0.00	0.00	0.00	0.00	0.07	0.07	4.68933e-07	0.207368	0.657623	4.39129e-07	0.194321	0.657635
ENSG00000278861.1	ENST00000623811.1	601.00	424.95	12.00	0.45	0.42	12.00	0.00	0.48	0.45	0.244953	0.757657	0.187382	0.228315	0.708715	0.187372
ENSG00000278862.1	ENST00000624623.1	3397.00	3220.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.80785e-08	0.014882	0.655474	9.19012e-08	0.0139467	0.655437
ENSG00000278863.1	ENST00000623355.1	614.00	437.95	0.00	0.00	0.00	0.00	0.00	0.04	0.03	1.18123e-07	0.107683	0.656084	1.10701e-07	0.1009	0.656087
ENSG00000278864.1	ENST00000624039.1	1754.00	1577.91	28.00	0.28	0.26	28.00	0.00	0.29	0.27	0.188809	0.396943	0.123681	0.176782	0.371802	0.12367
ENSG00000278865.1	ENST00000623397.1	328.00	152.09	0.00	0.00	0.00	0.00	0.00	0.10	0.10	3.60689e-06	0.311124	0.652632	3.37889e-06	0.291436	0.652652
ENSG00000278866.1	ENST00000623427.1	349.00	173.07	0.00	0.00	0.00	0.00	0.00	0.09	0.09	1.10966e-07	0.269989	0.657512	1.04018e-07	0.252952	0.657559
ENSG00000278867.1	ENST00000625123.1	2179.00	2002.91	26.16	0.21	0.19	26.26	1.10	0.22	0.20	0.136156	0.30006	0.131362	0.126617	0.280143	0.131302
ENSG00000278869.1	ENST00000623759.1	877.00	700.91	1.00	0.02	0.02	1.00	0.00	0.05	0.04	0.000684224	0.106615	0.476178	0.000640894	0.0998875	0.476221
ENSG00000278870.2	ENST00000623849.1	966.00	789.91	0.00	0.00	0.00	0.00	0.00	0.02	0.02	6.13415e-07	0.0605452	0.652843	5.748e-07	0.0567164	0.65285
ENSG00000278872.1	ENST00000625164.1	1645.00	1468.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	2.77853e-07	0.0323987	0.654384	2.60488e-07	0.0303617	0.654371
ENSG00000278873.1	ENST00000623780.1	2050.00	1873.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.6914e-07	0.0253896	0.65923	1.58463e-07	0.0237908	0.659227
ENSG00000278874.1	ENST00000624400.1	311.00	135.11	0.00	0.00	0.00	0.00	0.00	0.12	0.11	5.89248e-08	0.346788	0.658742	5.51879e-08	0.324866	0.658744
ENSG00000278875.1	ENST00000625085.1	1802.00	1625.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	1.68291e-07	0.0292316	0.655069	1.57691e-07	0.0273867	0.655161
ENSG00000278876.1	ENST00000623802.1	325.00	149.10	24.00	2.58	2.39	24.00	0.00	2.65	2.48	1.68241	3.73727	0.135565	1.57816	3.50332	0.135529
ENSG00000278877.1	ENST00000623014.1	291.00	115.14	0.00	0.00	0.00	0.00	0.00	0.14	0.13	1.89125e-06	0.417032	0.65639	1.77175e-06	0.390587	0.656349
ENSG00000278878.1	ENST00000623225.1,ENST00000624181.1	783.18	607.10	63.67	1.68	1.56	70.53	27.94	1.92	1.80	0.471622	3.37449	0.243942	0.439612	3.15971	0.243973
ENSG00000278879.1	ENST00000624150.1	1937.00	1760.91	26.00	0.24	0.22	26.00	0.00	0.24	0.23	0.154305	0.33543	0.128546	0.144659	0.314364	0.128552
ENSG00000278880.1	ENST00000624427.1	218.00	42.33	0.00	0.00	0.00	0.00	0.00	0.37	0.35	3.54055e-06	1.12466	0.656875	3.31547e-06	1.05376	0.656837
ENSG00000278881.2	ENST00000623531.1,ENST00000639527.1	1380.00	1203.91	6.00	0.08	0.07	6.00	0.00	0.11	0.10	0.0387777	0.179049	0.238819	0.0366228	0.168057	0.238867
ENSG00000278884.1	ENST00000625184.1	593.00	416.95	0.00	0.00	0.00	0.00	0.00	0.04	0.04	6.42101e-07	0.114208	0.654961	6.01699e-07	0.106991	0.654962
ENSG00000278885.1	ENST00000624568.1	641.00	464.94	0.00	0.00	0.00	0.00	0.00	0.03	0.03	8.30093e-07	0.101258	0.653829	1.20699e-07	0.094896	0.653705
ENSG00000278886.1	ENST00000623639.1	567.00	390.96	0.00	0.00	0.00	0.00	0.00	0.04	0.04	4.83047e-08	0.122274	0.65465	4.5234e-08	0.114522	0.654717
ENSG00000278887.2	ENST00000624024.1,ENST00000648551.1	418.00	242.02	1.27	0.08	0.08	1.29	1.05	0.18	0.17	0.00330442	0.423819	0.480191	0.00309826	0.397086	0.480165
ENSG00000278889.4	ENST00000341959.2	1047.00	870.91	1.00	0.02	0.02	1.00	0.00	0.04	0.03	0.000774078	0.0868669	0.474721	0.000685413	0.0813573	0.474763
ENSG00000278890.1	ENST00000624219.1	5630.00	5453.91	2.00	0.01	0.01	2.00	0.00	0.01	0.01	0.000941431	0.0185959	0.388774	0.000880565	0.017417	0.388811
ENSG00000278891.1	ENST00000623698.1	2873.00	2696.91	1.00	0.01	0.01	1.00	0.00	0.01	0.01	0.000314114	0.028248	0.47262	0.000283254	0.0264585	0.472641
ENSG00000278892.1	ENST00000624450.1	503.00	326.98	0.00	0.00	0.00	0.00	0.00	0.05	0.05	1.4799e-07	0.145174	0.655086	1.3865e-07	0.135976	0.655132
ENSG00000278893.1	ENST00000624875.1	2105.00	1928.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	3.58355e-07	0.0245334	0.656818	3.35982e-07	0.0229873	0.656921
ENSG00000278894.1	ENST00000623002.1	331.00	155.09	0.00	0.00	0.00	0.00	0.00	0.10	0.10	4.87476e-06	0.306479	0.657421	4.56648e-06	0.287186	0.657441
ENSG00000278895.1	ENST00000624591.1	1969.00	1792.91	0.00	0.00	0.00	0.00	0.00	0.01	0.01	3.56953e-07	0.0263198	0.656351	3.34396e-07	0.0246452	0.656389
ENSG00000278896.1	ENST00000623851.1	2523.00	2346.91	8.00	0.05	0.05	8.00	0.00	0.06	0.06	0.0255044	0.101841	0.225262	0.0233073	0.094833	0.225309
